;text;sentiment
3246;On my way to school not feeln this rainy day at all.... But I had lots of FUN this weekend  ....;neutral
3247; congratulations i am heart hacker not a computer hacker@;positive
3248;I am going to be sooooo busy today it`s not funny. i hate busy day`s;negative
3249; I still have an hour.;neutral
3250; Oh dear... that`s just... disturbing.   The coffee connoisseur in me just died a little.;negative
3251; Ouch, give me a heads up so I`ll know when to duck;neutral
3252; the problem is, superstars always deliver huge files! too much energy pixels;negative
3253;I just realised how much i love sundays;positive
3254;Wish my headache/almost migraine would go away!;neutral
3255;Hairspray in hair + lighter&bong = new haircut;neutral
3256;Listening to Jesse`s music  & on MySpace. Also getting the hang of Twiiter. I feel that i need more followers.  Don`t be shy!;neutral
3257; Ahhh!  OK, remember the film now.  Never saw it though, will have to check it out. Thanks;positive
3258;_traveler I want the Tix!  Oh, right.  I`m know where near Vacaville Ca.;neutral
3259;a guy called me AD-HD kid earlier today, and that hurts;negative
3260;im surfin..;neutral
3261;  meebo.com is a free thing & it doesn`t effect the comp that`s what i use .;positive
3262;insomniaa.  been trying to sleep for 2 hours . :|;neutral
3263;HAPPY MOTHERS DAY MAMMA;positive
3264;_1 welcome to the twitter world Andrew! tell david to have a twitter too haha just kiddin` i know he doesn`t want to have one.. booo..;neutral
3265;Just Decorated Moms Room While She Was Asleep For Mothers Day  She`ll Wake Up To A Banner And Balloons! Woo!;positive
3266; Jealous I wanted see that film;negative
3267;_HK very funny;positive
3268; and its amazing  x;positive
3269;My 100th post- dedicated to Sarah,sunny weather,and my love for that Snakes On A Plane (Bring It) song that should have died already.;neutral
3270;Chatting with matt from mercy mercedes lol.;neutral
3271;I`m at work and I`m still sick and I`m really pissed off about Sunday!!!;negative
3272; they do indeed  glad to hear everything is good with you. I`m great  life is good;positive
3273;Scramming a little early. Nibs sounds pathetic.;negative
3274;I wash my dishes Like a boss!! LOL;neutral
3275;I wish I was out of school...But sadly, I still have like another month left.;neutral
3276; MAKE ME ONE! I`m still craving shrimp;neutral
3277; If it`s any consolation I`ve had to abandon the back garden thanks to my super-reflective laptop screen;positive
3278;is so sorry for letting her down;negative
3279; are you serious!? that bloooooows;negative
3280; Me. You. COUNTING CROWS! Table Mountain Casino Event Center (near Fresno). July 19. Are we there or are we there??;neutral
3281;DW, that was funny;positive
3282; So happy you came and said hi! Twas very nice to meet you indeed  Thanks so much for coming over and talking to me;positive
3283;aw that wee lassie made me cry  tears streamin doon ma face lol thats a wee shame x;negative
3284;"ooo my goddddd; vodafone trouble. no network";negative
3285;study all day.  just finished my care plan.  hungry as hell!  ima go treat myself with a burrito, for a good days work;positive
3286; ur Mom just called. Guess NOT. C U @ 5;neutral
3287;I definitely feel sorry for Jamie Stewart... Amsterdam audience can really suck (www.xiuxiu.org and read his post of May 27th  );negative
3288;i`m not feeling twitter at the moment;neutral
3289;does not feel like babysitting. i want to go to the gym. weird, i know. i miss zack;negative
3290;_7 Wow that`s a big list...lol. I would be happy if I got half of that done. Now I feel lazy...thanks. Just kidding;neutral
3291;I hate when you cant sleep;negative
3292; Edgefest!  or maybe  since you`re driving...;neutral
3293; Here`s some healing/sleep energy, sweetie!;positive
3294;  That`s alright. Add your egg and maybe some sort of leftover meat and it`s not so bad <3;positive
3295; Sorry bro  That`s rough.;negative
3296; Excellent then Chiang Mai is definitely a possible next vacation stop! thanks for the info.;positive
3297; GRR. we are only allowed gas grills where i live, it sucks.;negative
3298; Oh no....Sorry to hear that ....;negative
3299; That`s love.;positive
3300; its definitely coming, hope ur ready!;positive
3301;i have so much homework  i think i am going to hide in a corner and cry.;negative
3302;Sad that david is leaving tomoro. for a week.;negative
3303; a pleasure Bojan;positive
3304;Decaf isn`t cutting it right now.  ? http://blip.fm/~79g85;neutral
3305; That sounds good, too!;positive
3306;_xo Today yeah;neutral
3307;It would be that Dover race that they played on Classic.;neutral
3308;Humidity is NOT my friend! Just ask my hair;negative
3309; I`m going to Vegas this summer;neutral
3310;_Advisor haha I`m just going to turn off these things...but then I can`t Tweet from my phone  stupid spammers!;negative
3311;Kicking like crazy.;neutral
3312; http://twitpic.com/5ut6j - Poor Thing;negative
3313;home, don`t feel like going to work tomorrow;negative
3314;Day is going well so far. Meeting until 4 though.;positive
3315; thank u sweetie! Can`t wait to set sail with u next week;positive
3316;Listening `Hallelujah` on Youtube. Leonard Cohen wins.  #xfactor;positive
3317;the weather is good mmm what to do today??? shame working tomorrow;neutral
3318;watching FRIENDS reduces stress inside me. Thanks to Bright, Kauffman, and Crane who are created these series  love love love;positive
3319;finished work @ midday, had kiddie dinner ... now have no get-up & go ... ah well it`s bank holiday!   #fb;neutral
3320;tMeme> My besties. If only  was there.  on Twitpic: http://twitpic.com/67hac - My besties. If.. http://twitpic.com/67hac;neutral
3321;Hmm, had first pizza in ages and feel a bit sick now  That`ll teach me!;neutral
3322;My sister is having a stupid party && I wanna hang out with my friends, but hilly won`t txt me back...;negative
3323;hoping that one day i will be able to go on dates with my 26 year old boyfriend without his parents...;positive
3324;But why do I have to spend it in the office;neutral
3325;Fort Greene Brooklyn Flea was lovely! - looking forward to next weekend already;positive
3326; I can`t, I have an exam on wednesday;neutral
3327; today was my first day;neutral
3328;Need to get an adjustment, neck is all out of whack;neutral
3329;Omg Cliff Richard songs in my mind? Just why  lol;neutral
3330; Wolfram`s got a Chinese Room problem: If Chinese (or Bangalorean) hackers can run it without knowing English, why should it?;neutral
3331;"i`ve not had a reply on my topic yet  lolz welll its not somethin you could reply too but yanno ;)";neutral
3332;Woo hoo.  Sun outside might be able to get some sunset shots tonight...  fingers crossed!!!!;neutral
3333;****`m transtelecom;neutral
3334; You`re a good friend Dave.. we can wait!! Hope we dont have to wait too long though;positive
3335;Last time we`ll get tacos like this.;neutral
3336; have you seen the game on the website?! awesomness!!! go on msn!;positive
3337; where?  U magazine?;neutral
3338; haha LOL  no one is effing cool as you, you got the Wu-Tang and P.E. t-shirts! You are gorgeous + represent at the same time;positive
3339;  Great! I`m glad you enjoy them  I hope you have a GREAT day;positive
3340;Hmmm... he`s so lovely. I wish he was here now. I`m tired but can`t sleep;neutral
3341;" They lost me at US ending. ;) I, mean, I don`t eat #GreyPoupon or anything, but I prefer the bleaker original.";neutral
3342; good morning! Got to be afternoon in Germany;positive
3343;Getting stressed over a sortie tomorrow. And like I am really really stress..;negative
3344;Bread in the oven, room cleaned... almost done with the things on the list for today;neutral
3345;_Stathamfans1  You sure are dedicated...Gotta love that!!!  Have a great & productive day;positive
3346;stuck here  ~*Lady*~;negative
3347;stuck in anniston, mississippi. because we got in a car accident :\ now im scared to drive  boy drivers ed should be fun this summer D:;neutral
3348;Leme put this bottle of ciroc in ya..Baby i can make you popular!!;positive
3349;live chat soooon most likely.;neutral
3350;eating some breakfast at Panera Bread. boring cloudy weather, lil drizzle;neutral
3351;_kikireestl nooo. you were on my yahoo account. hmm. i wanna say b2k days. idk fo`sho;neutral
3352; It`s not a reg gig yet, but hopefully it will be! Haven`t done massage in a while actually;neutral
3353;About 60 again todayy yayy!!!;neutral
3354;There is a MacBook Pro sitting close by and my poor MacBook is ashamed with it`s plastic face and sides...;negative
3355;"in school w. linda doing nothing  ;i miss you";negative
3356;Its weird being at the guy`s house without them here. I don`t like it;negative
3357;Bit disappointed with The Killers On Jonathan Ross  He`s sexy as hell though;negative
3358; I didn`t even get a chance to shop @ Aldi!;neutral
3359;_NZ busy,fun mother`s day thanks  got what I wanted...a Wii Fit!!! Yay;positive
3360;I forgot, Happy Mom`s day.;positive
3361;In a really Good mood for absolutely no reason  tee her;positive
3362;Hmm I guess where the world is headed 2day....Lets make predictions;neutral
3363;so far I`ve tried to kill myself TWICE in the 15 mins I`ve been outside by tripping on stupid things.  I knew I should`ve stayed in bed.;negative
3364;Loong day. In bed cuddling with papabear and watching south park. Yay my bday bbq tomorrow! Can`t wait;positive
3365; my baby shut me down;negative
3366; i can still read `em...;neutral
3367;ah midday - great time for breakfast;positive
3368; Wish I could go. Gotta work.;positive
3369;Spent the last 2 years largely ambivalent about s/w dev practices. Can feel care factor returning. Look out!;negative
3370;I`m back from my first 5K running race   And still alive!;positive
3371; curses upon the ridiculously slow internetz at work!  The dang image just now loaded...;neutral
3372;Okay, so the only reason I`m not buying this app is because I hate EA and all that it stands for. SimCity rocks though.  http://is.gd/JpMM;neutral
3373; have fun;positive
3374;At the wedding reception. Having more fun than I thought;positive
3375;Just noticed the new sidebar on twitter.com, looks nice;positive
3376; I`ll put your name on the list;neutral
3377;Good morning my fellow tweeters;positive
3378; you know I love you.;positive
3379;I`m feeling higher than Mt Everest;positive
3380;Everyone is working tonight! I`m bored;negative
3381; If you had owned an *actual* cellphone, that would have been video, and called a 'QiK';neutral
